"","Watershed","Site","SampleDate","Organization","VisitID","Category","StreamName","VisitYear","LON_DD","LAT_DD","ValleyClass","Channel_Type","CUMDRAINAG","DistPrin1","NatPrin1","NatPrin2","MeanU","SlowWater_Area","SlowWater_Ct","SlowWater_Vol","SlowWater_Pct","FstTurb_Area","FstTurb_Ct","FstTurb_Vol","FstTurb_Pct","FstNT_Ct","FstNT_Vol","FstNT_Pct","Grad","Sin","Lgth_Wet","Area_Wet","WetVol","WetWdth_Int","WetBraid","DpthWet_SD","WetWdth_CV","WetWdth_Avg","WetSCWdth","SlowWater_Freq","FstTurb_Freq","FstNT_Freq","DpthThlwg_Avg","PoolResidDpth","WetSCL_Area","SCSm_Area","WetSC_Pct","SCSm_Freq","SCSm_Vol","Q","SubD16","SubD50","SubD84","Cond","FishCovLW","FishCovTVeg","FishCovArt","FishCovNone","FishCovAqVeg","FishCovTotal","SC_Area","SC_Area_Pct","ChnlUnitTotal_Ct","CU_Ct","CU_Freq","SubEstBldr","SubEstCbl","SubEstSandFines","SubEstGrvl","LWVol_Wet","LWVol_WetFstNT","LWVol_WetFstTurb","LWVol_WetSlow","UcutArea","UcutLgth","LWcnt_Wet","LWFreq_Wet","UcutLgth_Pct","UcutArea_Pct"
"1197","Entiat","ENT00001-3A2","2016-08-03","Terraqua Inc.",4211,"3A","Entiat River",2016,-120.42277,47.86,"Depositional","Island_braided",475.19901,2.26,-1.66,-0.33,406.35001,4865.1062,3,3000.6336,75.1476,0,0,0,0,3,483.8212,24.8524,0.1487,1.2509,315.2847,6474.0683,3484.4556,20.534,1,0.366,0.1933,19.5927,NA,0.9515,0,0.9515,0.8784,1.0416,0,0,0,0,0,5.0223,NA,NA,NA,41.8,24.3254,5.4541,2.9104,67.3101,0,32.6899,0,0,6,6,1.90304191735279,0.904,6.6968,60.2816,32.1177,50.8845411438082,5.21308030955056,NA,45.6714608342576,4.68,9,115,36.4749700825952,0.0285456287602919,0.000722883939917656
"1198","Entiat","ENT00001-3C1","2016-08-08","Terraqua Inc.",4212,"3C","Entiat River",2016,-120.43682,47.88404,"Depositional","Island_braided",448.08401,2.26,-1.66,-0.33,393.01999,6054.5984,10,3509.7508,78.5592,704.6262,1,132.4313,9.1426,1,310.2695,11.6087,0.3003,1.1143,294.788,7755.115,3957.3916,26.3074,1,0.3881,0.1448,22.6869,NA,3.3923,0.3392,0.3392,0.8398,0.6453,0,53.1391,0.6895,0.3392,4.9402,4.306,5,52,144,31.8,7.464,8.7645,2.9578,80.5303,0.2834,19.4697,160,2.076,12,12,4.07072201039391,7.576,28.4469,34.5927,29.3844,20.5100211566487,7.93734379503749,0.119875321679353,12.4528020399319,76.646,52.2,46,15.6044343731767,0.177076407452135,0.00988328348451313
"1199","Entiat","ENT00001-3C3","2016-08-05","Terraqua Inc.",4213,"3C","Entiat River",2016,-120.44364,47.88738,"Depositional","Island_braided",443.95499,2.26,-1.66,-0.33,390.92999,2003.0552,2,1093.5973,27.7093,2862.7069,2,796.9619,39.6014,1,914.1532,32.4559,0.3404,1.073,296.365,7228.8087,2806.32,24.3916,1,0.243,0.2064,24.2867,NA,0.6748,0.6748,0.3374,0.69,0.7161,0,16.8687,0.2334,0.3374,1.6073,4.9259,3,55,107,37.8,7.1222,4.964,0,87.9139,0,12.0861,25,0.3458,5,5,1.68710880164662,0,18.4469,20.7465,60.8067,36.2793899946048,12.5580453938272,21.0770000908054,1.8195892592088,19.7277,22.33,23,7.76070048757444,0.075346279081538,0.00272903888022379
"1200","Entiat","ENT00001-3D2","2016-08-07","Terraqua Inc.",4214,"3D","Entiat River",2016,-120.45069,47.89161,"Depositional","Island_braided",430.02499,2.26,-1.66,-0.33,383.14001,2598.5121,4,1464.372,30.7138,4111.6275,2,1357.6787,48.5984,2,742.9895,20.6878,0.449,1.3378,393.4131,8511.8615,3565.04,21.6359,1,0.2612,0.2439,20.9851,NA,1.0167,0.5084,0.5084,0.7077,0.5079,0,0,0,0,0,4.0262,39,85,158,33.9,6.0623,5.4914,1.878,89.0246,0,13.4316,0,0,8,8,2.03348592103313,12.5812,39.7337,14.4481,33.237,63.0246651793173,2.18144339883641,23.9175779026988,36.9256438777821,42.482,26.3,122,31.0106602957553,0.0668508496539642,0.00499091767411864
"1201","Entiat","ENT00001-3D3","2016-07-25","Terraqua Inc.",4215,"3D","Entiat River",2016,-120.45333,47.8934,"Depositional","Island_braided",430.02499,2.26,-1.66,-0.33,383.14001,1885.513,2,1125.0138,19.8544,6950.3068,3,2653.2951,73.1865,1,303.6653,6.9591,0.4882,1.0998,346.794,10267.8709,4269.3237,29.608,1,0.2395,0.2208,28.3196,NA,0.5767,0.8651,0.2884,0.726,0.211,0,0,0,0,0,7.9143,32,101,224,32.4,3.3062,6.7856,0,89.9083,0,10.0917,0,0,6,6,1.73013373933805,6.0235,47.4457,15.6106,30.9202,22.0214845791898,1.87003067085483,20.0729140919952,0.0785398163397448,0.345,1.5,18,5.19040121801415,0.00432533434834513,3.35999549819038e-05
"1202","Entiat","ENT201301-3D Side","2016-08-07","Terraqua Inc.",4216,"IMW Side Channel Restoration",NA,2016,-120.44823,47.89149,NA,NA,NA,NA,NA,NA,NA,310.942,4,33.983,14.3057,0,0,0,0,3,471.332,85.6943,0.0049,1.3601,244.4464,2230.782,509.556,9.1259,1,0.1933,0.2383,5.7312,NA,1.6364,0,1.2273,0.5226,0.003,0,0,0,0,0,NA,NA,NA,NA,56.1,14.5281,13.7662,0,64.1305,7.5752,35.8695,0,0,7,7,2.86361345472873,0,0.1477,99.4898,0.3625,99.7471689637293,96.7046307265071,NA,3.04253823722211,0.253,1.1,123,50.3177792759476,0.004499964000288,0.000113413143910969
"1203","Entiat","ENT00001-2C10","2016-08-08","Terraqua Inc.",4217,"2C","Entiat River",2016,-120.41694,47.83752,"Transport","Pool-riffle",493.854,1.68,-0.86,-0.59,413.07999,135.171,1,87.4646,1.8053,2683.0823,1,719.0102,35.8344,1,2432.1962,62.3603,0.138,1.063,309.3624,7487.4578,3238.6712,24.2029,1,0.3034,0.2018,24.0285,NA,0.3232,0.3232,0.3232,0.7951,NA,0,0,0,0,0,4.751,0.7383,39,75,46.5,0.0903,0.0903,0,99.8195,0,0.1805,0,0,3,3,0.96973646441843,0,14.9097,20.6319,64.4584,6.73182830005711,5.84676310972453,0.522289778659303,0.362775411673281,4.948,9.4,28,9.05087366790534,0.0303850758851108,0.000660838449066117
"1204","John Day","JDW00001-MRL1","2016-07-24","Eco Logical Research",4218,"Murderers Creek-Depositional-Mainstem","Murderers Creek",2016,-119.52607,44.31711,"Depositional","Cascade",343.78799,-1.11,0.01,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","John Day","JDW00001-MRM2","2016-07-25","Eco Logical Research",4219,"Murderers Creek-Depositional-Mainstem","Murderers Creek",2016,-119.47005,44.29384,"Depositional","Straight",280.76599,-1.11,0.01,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.239892015028117,NA,NA,0.239892015028117,17.428,20.5,2,NA,NA,NA
"1206","John Day","CBW05583-013322","2016-07-31","Oregon Department of Fish and Wildlife",4222,"Greater Middle Fork John Day-Transport","Slide Creek",2016,-118.95103,44.75106,"Transport","Pool-riffle",41.703,-0.47,-0.46,0.47,6.92,73.3587,5,7.8347,23.0053,87.6591,8,4.9209,27.4898,6,11.2994,45.8029,1.8242,1.2443,135.8124,318.8782,24.4167,2.3479,1.0871,0.0584,0.2491,2.0493,1.1782,3.6815,5.8905,4.4179,0.1112,0.1699,0,11.8048,3.702,0.7363,0.3616,0.0064,9,60,113,370,2.3751,5.6964,0,90.7485,2.5768,10.6483,7.15,2.2422,19,19,13.9898860486966,0.9647,27.1524,41.1258,30.7571,0.773224491864788,0.175929188601028,0.478401729288654,0.118893573975106,2.484,8,5,3.68154896018331,0.058904783362933,0.00778980814618246
"1207","John Day","CBW05583-144394","2016-07-31","Oregon Department of Fish and Wildlife",4223,"Greater Middle Fork John Day-Source-Private","Slide Creek",2016,-118.95777,44.7361,"Source","Plane-bed",41.703,-0.47,-0.46,0.47,6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9596,1.5733,131.868,214.3227,15.366,1.6253,1,0.0547,0.3287,1.597,NA,NA,NA,NA,0.0925,NA,NA,NA,NA,NA,NA,0.0076,0.0308,21,63,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","John Day","CBW05583-415218","2016-08-02","Oregon Department of Fish and Wildlife",4224,"Middle Fork John Day-Depositional","Middle Fork John Day River",2016,-118.75262,44.67485,"Depositional","Island_braided",593.28003,-0.44,-0.41,0.52,169.96001,889.5575,6,335.6236,26.7179,807.4741,5,141.9661,24.2525,4,530.5918,49.0297,0.47,1.1682,292.5386,3329.449,1008.1814,11.3812,1,0.1842,0.2295,11.1514,NA,2.051,1.7092,1.3673,0.4605,0.2441,0,0,0,0,0,0.6639,7,28,57,118.31,1.4153,3.3806,0,85.0735,10.1306,14.9265,0,0,15,15,5.12752846974724,10.7088,25.34,20.326,43.6253,1.09776672094388,1.09776672094388,NA,NA,21.9616,18.12,2,0.683670462632965,0.0619405439145467,0.00659616651283741
"1209","Upper Grande Ronde","CBW05583-015162","2016-08-08","Confederated Tribes of the Umatilla Indian Reservation",4225,"CTUIR-Upper Grande Ronde Chinook-Expanded Domain-RP2 origin","McCoy Creek",2016,-118.40916,45.26392,"Depositional","Island_braided",147.009,-0.87,-0.07,-0.00539,23.39,294.2971,3,77.3959,54.7206,109.6204,3,11.461,20.3825,5,22.1766,24.8969,0.4137,1.5754,167.2896,1708.3375,111.0335,10.2119,1,0.1672,0.4474,3.1898,NA,1.7933,1.7933,2.9888,0.2575,0.4994,0,0,0,0,0,0.0076,0.1047,1,41,125.5,6.3821,3.7099,1.2148,76.5352,12.1581,23.4648,0,0,11,11,6.57542369639236,1.4404,21.612,29.1186,47.829,6.91834622669706,6.91834622669706,NA,NA,NA,NA,6,3.58659474348674,NA,NA
"1210","Upper Grande Ronde","PHAMS-McCoyMdws_Reach3_CHaMP","2016-08-08","Confederated Tribes of the Umatilla Indian Reservation",4226,"PHAMS",NA,2016,-118.41403,45.26383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.24230604790308,1.09663574758859,NA,7.14567030031449,NA,NA,34,NA,NA,NA
"1211","Upper Grande Ronde","PHAMS-McCoyMdws_Reach1_CHaMP","2016-08-08","Confederated Tribes of the Umatilla Indian Reservation",4227,"PHAMS",NA,2016,-118.4038,45.26304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213314141178747,NA,NA,0.213314141178747,NA,NA,2,NA,NA,NA
"1212","South Fork Salmon","CBW05583-366226","2016-10-04","Quantitative Consultants Inc",4228,"Secesh","Lake Creek",2016,-115.92338,45.28366,"Depositional","Straight",92.689,-1.15,-1.76,1.26,72.4,971.716,7,274.516,41.9028,1347.2607,4,252.9197,58.0972,0,0,0,0.8595,1.1564,235.0529,2318.9766,527.4357,9.8658,1,0.1332,0.2705,9.7643,NA,2.9781,1.7017,0,0.3599,0.4432,0,0,0,0,0,0.421,5,55,130,18.4,3.7237,0,0,79.8174,16.4589,20.1826,0,0,11,11,4.67979761151639,4.7484,36.7862,13.3062,45.1592,25.1111427792249,NA,4.36288679767283,20.7482559815521,68.841,52.7,68,28.9296579621013,0.224204849206285,0.0296859399098723
"1213","Entiat","CBW05583-239083","2016-09-07","Terraqua Inc.",4229,"Source-Private","Roaring Creek",2016,-120.340125,47.686374,NA,NA,NA,NA,NA,NA,NA,143.8447,7,21.2504,52.9831,127.6472,5,11.2291,47.0169,0,0,0,3.0869,1.1522,124.5711,271.4918,32.4794,2.1794,1,0.0865,0.3355,2.1416,NA,5.6193,4.0138,0,0.1992,0.288,0,0,0,0,0,0.0267,0.7492,24,127,241,5.4913,4.2788,0,90.2299,0,9.7701,21,7.735,12,12,9.63305293121759,4.9782,17.8015,25.7936,51.4267,3.59401576782775,NA,3.18902677566818,0.404988992159567,1.4625,2.25,4,3.2110176437392,0.018061974246033,0.0053869030298521
"1214","Upper Grande Ronde","CBW05583-527786","2016-08-29","Oregon Department of Fish and Wildlife",4230,"Catherine Creek Chinook","Catherine Creek",2016,-117.68809,45.11911,"Depositional","Confined",168.64,0.21,-0.64,0.08,90.61,1123.1998,7,265.543,36.0643,1620.961,6,259.6636,52.0468,2,9.3303,4.253,1.3995,1.152,270.9782,3114.475,561.4054,11.4935,1.5937,0.1318,0.2624,9.6126,3.7119,2.5832,2.2142,0.7381,0.359,0.2598,271.4389,237.8157,16.3514,0.369,26.8685,0.5185,4,51,132,68.5,4.8391,4.3851,0,90.7758,0,9.2242,300,9.6326,15,15,5.53550064174904,10.0254,40.6557,19.118,30.2008,8.9029382152577,0.106028752058656,2.34366738948616,3.10528526729226,4.665,8.5,26,9.59486777903167,0.0313678369699112,0.00149784474108798
"1215","Upper Grande Ronde","dsgn4-000009","2016-09-06","Oregon Department of Fish and Wildlife",4233,"Upper Grande Ronde Chinook","Grande Ronde River",2016,-118.29779,45.05513,"Transport","Pool-riffle",64.379,-0.79,-1.12,0.46,NA,461.3946,5,115.9299,44.076,391.2459,4,45.0733,37.3748,3,31.2791,18.5492,0.8118,1.0617,171.1165,1046.8713,192.2823,6.1179,1,0.1298,0.1683,6.1192,NA,2.922,2.3376,1.7532,0.2825,0.4384,0,0,0,0,0,0.1144,0.9593,38,79,69,3.6605,0,0,88.8079,7.753,11.4134,0,0,12,12,7.01276615639053,3.2319,18.9206,20.894,56.9535,9.8150030382534,1.10364149920609,1.30627422536264,7.40508731368467,2.485,8.5,27,15.7787238518787,0.0496737602744329,0.00237373973285923
"1216","Yankee Fork","YFI00001-000654","2016-09-02","Watershed Solutions",4237,"Lower WF Yankee Fork","West Fork Yankee Fork",2016,-114.76635,44.37319,"Depositional","Straight",132.412,-2.2,-0.61,2.35,57.92,384.5895,4,127.0918,15.4063,1310.3698,5,225.4847,52.4921,4,130.9479,32.1016,0.9135,1.8648,247.776,2496.3166,483.5244,10.0749,1.2034,0.129,0.2114,9.2348,4.5533,1.6144,2.018,1.6144,0.3451,0.4268,243.551,0,9.7564,0,0,0.7157,10,59,215,66.8,4.1714,3.4737,0,95.2519,0.1255,7.7705,0,0,13,13,5.24667441560119,14.0982,23.6577,20.6716,41.5725,7.21606553769981,2.60909269880632,2.47156948039543,2.13540335849805,4.48,13,19,7.66821645357097,0.0524667441560119,0.00179464415691503
"1217","Yankee Fork","YFI00001-002010","2016-08-20","Watershed Solutions",4238,"Transport","Yankee Fork",2016,-114.58693,44.45952,"Transport","Pool-riffle",94.582,-1.7,-1.06,2,24.8,342.237,4,84.5431,22.2363,407.161,5,65.1741,26.4546,4,152.4843,51.3091,1.6114,1.2576,193.9996,1540.4625,302.2513,7.9405,1,0.12,0.1702,7.7479,NA,2.0619,2.5773,2.0619,0.3193,0.2636,0,0,0,0,0,0.4925,36,76,239,18,5.3587,3.5123,0,90.8574,4.9288,13.7999,0,0,13,13,6.70104474442215,23.7856,29.3913,21.2833,25.5398,12.240799513686,6.03422979734586,3.04365350261413,3.16291621372603,56.21,101,28,14.4330194495246,0.520619630143567,0.0364890414404765
"1218","Big-Navarro-Garcia (CA)","CAL00001-134181","2016-08-29","California Department of Fish and Wildlife",4239,"Caspar Creek","Caspar Creek",2016,-123.75523,39.34634,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5000012639046,NA,1.97527638094458,23.52472488296,18.786,22.2,26,NA,NA,NA
"1219","Big-Navarro-Garcia (CA)","CAL00001-137177","2016-08-16","California Department of Fish and Wildlife",4240,"Caspar Creek","Caspar Creek",2016,-123.75552,39.34624,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5405024718002,NA,NA,42.5405024718002,17.244,11,13,NA,NA,NA
"1220","Big-Navarro-Garcia (CA)","CAL00001-069184","2016-09-06","California Department of Fish and Wildlife",4241,"Pudding Creek","Pudding Creek",2016,-123.72639,39.46706,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.4295267964347,0.898495498926681,0.226980069221863,66.3040512282862,11.863,27,51,NA,NA,NA
"1221","Big-Navarro-Garcia (CA)","CAL00001-075130","2016-09-07","California Department of Fish and Wildlife",4242,"Pudding Creek","Pudding Creek",2016,-123.72658,39.46726,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1249097363368,0.427649299969911,NA,21.6972604363669,6.923,17,30,NA,NA,NA
"1222","Big-Navarro-Garcia (CA)","CAL00001-071248","2016-08-23","California Department of Fish and Wildlife",4243,"Pudding Creek","Pudding Creek",2016,-123.67834,39.4743,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1612933124712,0.714492417205927,0.0567450173054657,32.3900558779598,4.876,10,26,NA,NA,NA
"1223","Big-Navarro-Garcia (CA)","CAL00001-013349","2016-09-27","California Department of Fish and Wildlife",4244,"Caspar Creek","Caspar Creek",2016,-123.77322,39.3508,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8897426001748,0.0691150383789755,NA,12.8206275617958,8.766,10.5,19,NA,NA,NA
"1224","Big-Navarro-Garcia (CA)","CAL00001-132211","2016-09-21","California Department of Fish and Wildlife",4245,"Caspar Creek","Caspar Creek",2016,-123.78949,39.35614,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7634355826656,1.36065519419628,NA,13.4027803884693,8.438,12.4,15,NA,NA,NA
"1225","Big-Navarro-Garcia (CA)","CAL00001-006756",NA,"California Department of Fish and Wildlife",4246,"Pudding Creek","Pudding Creek",2016,-123.76085,39.44813,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","Big-Navarro-Garcia (CA)","CAL00001-070161","2016-09-12","California Department of Fish and Wildlife",4247,"Pudding Creek","Pudding Creek",2016,-123.69993,39.47544,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.38857039030842,NA,0.259581946984491,7.12898844332393,33.675,36.3,12,NA,NA,NA
"1227","John Day","CBW05583-051058","2016-08-14","Oregon Department of Fish and Wildlife",4248,"Greater South Fork John Day-Source","Thorn Creek",2016,-119.33918,44.29908,"Source","Plane-bed",12.499,-0.69,-0.62,0.34,1.79,41.6323,16,1.841,24.0469,126.9215,15,4.1746,73.3102,2,0.2136,2.6429,5.0553,1.1287,125.85,173.1296,6.2293,1.3757,1,0.0309,0.4253,1.3408,NA,12.7135,11.9189,1.5892,0.051,0.0488,0,0,0,0,0,NA,0.0229,9,29,160.7,14.2183,19.8306,0,65.2015,0.7496,34.7985,0,0,33,33,26.2216924910608,2.2774,6.5675,38.8658,52.2893,0.555315771430166,NA,0.555315771430166,NA,2.5075,8.85,5,3.97298371076679,0.0703218116805721,0.0144833696837514
"1228","John Day","CBW05583-117618","2016-08-13","Oregon Department of Fish and Wildlife",4249,"Murderers Creek-Source-Mainstem","Murderers Creek",2016,-119.37572,44.27462,"Source","Plane-bed",119.643,-0.76,-0.74,0.35,20.36,285.459,13,57.2486,58.4115,106.8606,4,12.3474,21.8661,4,13.8465,19.7224,0.587,1.4577,136.1707,488.7035,83.4425,3.5889,1,0.1463,0.3715,3.434,NA,9.5468,2.9375,2.9375,0.2171,0.2042,0,0,0,0,0,NA,16,27,44,413,9.1737,1.2532,0,87.5917,1.9814,12.4083,0,0,21,21,15.421819818801,0.5742,3.7197,21.5343,74.1718,15.3744085949449,NA,6.89642419316031,8.47798440178457,NA,NA,13,9.54684084021012,NA,NA
"1229","John Day","CBW05583-142706","2016-08-12","Oregon Department of Fish and Wildlife",4250,"Murderers Creek-Source-Mainstem","Murderers Creek",2016,-119.32027,44.27904,"Source","Plane-bed",102.611,-0.76,-0.74,0.35,17.61,428.3286,8,112.2521,77.4497,71.2019,2,3.3646,12.8746,1,5.9079,9.6757,1.2465,1.723,121.8678,553.0258,121.5246,4.5379,1,0.1719,0.2331,4.5402,NA,6.5645,1.6411,0.8206,0.2849,0.246,0,0,0,0,0,0.0159,0.0336,23,207,524,2.8634,18.1399,0,53.9708,25.4753,46.4786,0,0,11,11,9.02617426424371,10.3465,13.015,41.4024,35.2361,2.25558969785011,NA,0.852287383381355,1.40330231446876,2.1805,6.23,3,2.46168389024829,0.0511209687874894,0.00394285402236207
"1230","John Day","CBW05583-292210","2016-08-16","Oregon Department of Fish and Wildlife",4251,"Murderers Creek-Transport-Not mainstem","South Fork Murderers Creek",2016,-119.36979,44.26249,"Transport","Pool-riffle",37.943,-1.07,-0.33,0.36,5.91,283.757,15,41.1426,77.5414,0,0,0,0,5,6.1143,22.4586,0.5489,1.3409,123.3543,365.9424,47.2569,2.9666,1,0.1211,0.2313,2.9682,NA,12.1601,0,4.0534,0.1827,0.1815,0,0,0,0,0,NA,0.02,0.0417,15,446,1.1113,63.7153,0,32.9707,8.1784,73.0051,0,0,20,20,16.2134599280284,0,0.7269,59.2698,40.0033,0.0623763221370253,NA,NA,0.0623763221370253,3.5239,7.28,1,0.810672996401423,0.0590169941380236,0.00962965756359471
"1231","John Day","CBW05583-185458","2016-09-08","Oregon Department of Fish and Wildlife",4267,"Greater South Fork John Day-Source","Frazier Creek",2016,-119.56877,44.2444,"Source","Step-pool",11.611,-0.94,-0.13,0.48,2.01,29.5604,5,2.7608,14.4412,152.733,14,4.7444,74.6149,5,0.9509,10.9439,4.1128,1.055,121.9382,204.6947,8.4561,1.6787,1,0.047,0.4181,1.6643,NA,4.1004,11.4812,4.1004,0.067,0.1681,0,0,0,0,0,NA,4,12,31,355,6.4122,20.4633,0,72.5104,0.6141,27.4896,0,0,24,24,19.6821012611306,6.7866,16.0398,44.9191,32.2546,2.29653564570067,NA,1.41296271187855,0.883572933822129,NA,NA,6,4.92052531528266,NA,NA
"1232","John Day","CBW05583-324466","2016-08-22","Oregon Department of Fish and Wildlife",4268,"Greater South Fork John Day-Transport Depositional","South Fork Deer Creek",2016,-119.33883,44.16601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","John Day","CBW05583-384114","2016-08-23","Oregon Department of Fish and Wildlife",4269,"Greater South Fork John Day-Source","Black Canyon Creek",2016,-119.69475,44.35039,"Source","Plane-bed",20.317,-1.06,-0.98,0.38,6.36,213.3988,22,25.0565,53.3421,186.6583,10,12.6697,46.6579,0,0,0,3.6108,1.1236,124.8118,401.2389,37.863,3.2148,1,0.0802,0.2909,3.0834,NA,17.6265,8.0121,0,0.1422,0.109,0,0,0,0,0,0.0421,6,45,134,102.9,8.7305,45.1751,0,45.965,0.1293,54.035,0,0,32,32,25.6386014783859,1.7918,14.0857,38.8966,45.226,24.7116099481065,NA,6.20895575596057,18.5026541921459,3.037,6.4,28,22.4337762935876,0.0512772029567717,0.00756905673901509
"1234","John Day","OJD03458-000033","2016-09-07","Oregon Department of Fish and Wildlife",4270,"Greater South Fork John Day-Transport Depositional","Deer Creek",2016,-119.4999,44.19347,"Transport","Pool-riffle",134.69901,-0.91,-0.46,0.55,NA,181.4207,5,37.0991,50.0311,57.5289,5,1.0473,15.865,4,7.2022,34.1039,1.2096,1.2998,111.2662,362.6152,45.3485,3.259,1,0.1514,0.2882,3.2184,NA,4.4937,4.4937,3.595,0.1904,0.4803,0,0,0,0,0,NA,0.0503,42,90,42.6,18.3772,32.408,0,51.4806,0.1666,50.9518,0,0,14,14,12.5824374338299,2.2471,13.8623,50.6329,32.7685,1.59328934479644,NA,NA,1.59328934479644,NA,NA,3,2.69623659296354,NA,NA
